"","Company...Maker.if.known.","Specific.Bean.Origin.or.Bar.Name","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin","Amazon.Rating","Deliciousness.Rating"
"777","Habitual","Africa meets Latina",1201,2014,"70%","Canada",3," "," ",5,0
"778","Habitual","Amazonas",1201,2014,"80%","Canada",3," "," ",3,-1
"779","Habitual","Sharkey",1201,2014,"66%","Canada",3.25," ","Hawaii",3,1
"780","Habitual","one hundred",1205,2014,"100%","Canada",2," "," ",0,-1
"781","Hachez","Arriba",166,2007,"77%","Germany",2.5,"Forastero (Arriba)","Ecuador",5,-1
"782","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,"55%","Ecuador",2.75,"Trinitario","Ecuador",3,0
"783","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,"70%","Ecuador",3,"Trinitario","Ecuador",5,1
"784","Haigh","South America and Africa",701,2011,"70%","Australia",3," ","South America, Africa",-1,0
"785","Harper Macaw","Vale do Juliana, w/ nibs",1808,2016,"85%","U.S.A.",3.25," ","Brazil",0,0
"786","Harper Macaw","Brazil Blend",1696,2015,"67%","U.S.A.",3," ","Brazil",4,0
"787","Harper Macaw","Tome Acu E., Amazon Rainforest",1700,2015,"77%","U.S.A.",3.5," ","Brazil",-1,0
"788","Harper Macaw","Vale do Juliana E., Atlantic Forest",1700,2015,"74%","U.S.A.",3.5," ","Brazil",1,0
"789","Heilemann","Peru",1876,2016,"64%","Germany",2.75," ","Peru",-1,0
"790","Heirloom Cacao Preservation (Brasstown)","Maya Mtn, Moho R., Toledo D., 2015",1748,2016,"70%","U.S.A.",3.25,"Amazon","Belize",1,-1
"791","Heirloom Cacao Preservation (Fruition)","Cota Brus, Terciopelo, 2015",1748,2016,"74%","U.S.A.",3.5,"Amazon mix","Costa Rica",3,0
"792","Heirloom Cacao Preservation (Guittard)","Alto Beni, Upper Rio Beni, 2014",1239,2014,"67%","U.S.A.",3.5,"Amazon, ICS","Bolivia",4,-1
"793","Heirloom Cacao Preservation (Guittard)","Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,"67%","U.S.A.",3,"Beniano","Bolivia",0,0
"794","Heirloom Cacao Preservation (Guittard)","Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,"67%","U.S.A.",3.75,"EET","Ecuador",5,1
"795","Heirloom Cacao Preservation (Guittard)","Maunawili, O'ahu, Agri Research C., 2014",1243,2014,"67%","U.S.A.",3.75," ","Hawaii",-1,0
"796","Heirloom Cacao Preservation (Manoa)","Maunawili, O'ahu, Agri Research C., 2015",1744,2016,"72%","U.S.A.",3.5," ","Hawaii",0,1
"797","Heirloom Cacao Preservation (Millcreek)","Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,"70%","U.S.A.",3.5,"EET","Ecuador",-1,1
"798","Heirloom Cacao Preservation (Mindo)","Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,"77%","U.S.A.",3.5,"EET","Ecuador",-1,-1
"799","Heirloom Cacao Preservation (Zokoko)","Alto Beni, Upper Rio Beni, 2015",1744,2016,"68%","U.S.A.",3.75,"Amazon, ICS","Bolivia",4,0
"800","Heirloom Cacao Preservation (Zokoko)","Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,"72%","U.S.A.",4,"Beniano","Bolivia",-1,-1
"801","hello cocoa","Uganda",1458,2015,"57%","U.S.A.",2.75,"Forastero","Uganda",0,0
"802","hello cocoa","Venezuela",1462,2015,"74%","U.S.A.",3.5,"Criollo","Venezuela",5,1
"803","hexx","Tanzania",1546,2015,"70%","U.S.A.",2.75," ","Tanzania",2,-1
"804","hexx","Madagascar",1546,2015,"74%","U.S.A.",3,"Trinitario","Madagascar",-1,-1
"805","hexx","Venezuela",1546,2015,"70%","U.S.A.",3," ","Venezuela",3,-1
"806","hexx","Ecuador",1550,2015,"73%","U.S.A.",3.25," ","Ecuador",-1,-1
"807","hexx","Peru",1550,2015,"70%","U.S.A.",3.25," ","Peru",1,1
"808","Hogarth","Akesson's Estate",1712,2016,"70%","New Zealand",2.75,"Trinitario","Madagascar",1,-1
"809","Hogarth","Carenero Superior",1712,2016,"72%","New Zealand",2.75,"Trinitario","Venezuela",-1,-1
"810","Hogarth","Conacado",1712,2016,"75%","New Zealand",3.25,"Trinitario","Domincan Republic",-1,1
"811","Hogarth","Gran Blanco",1712,2016,"66%","New Zealand",3.5,"Criollo","Peru",2,-1
"812","Hoja Verde (Tulicorp)","Arriba",414,2009,"80%","Ecuador",2,"Forastero (Arriba) ASS","Ecuador",2,-1
"813","Hoja Verde (Tulicorp)","Manabi",414,2009,"80%","Ecuador",2.5,"Forastero (Arriba) ASS","Ecuador",0,0
"814","Hoja Verde (Tulicorp)","Arriba",414,2009,"72%","Ecuador",3,"Forastero (Arriba) ASS","Ecuador",2,-1
"815","Hoja Verde (Tulicorp)","Arriba",414,2009,"58%","Ecuador",3.25,"Forastero (Arriba) ASS","Ecuador",0,1
"816","Hoja Verde (Tulicorp)","Manabi",414,2009,"58%","Ecuador",3.5,"Forastero (Arriba) ASS","Ecuador",1,0
"817","Holy Cacao","Maranon",1872,2016,"70%","Israel",2.75," ","Peru",2,0
"818","Holy Cacao","Camino Verde P., Balao, Guayas",1466,2015,"70%","Israel",3.5," ","Ecuador",5,0
"819","Holy Cacao","Sambirano",1466,2015,"70%","Israel",3.5,"Trinitario","Madagascar",1,0
"820","Holy Cacao","Gran Couva",1466,2015,"70%","Israel",3.5,"Trinitario","Trinidad",0,0
"821","Holy Cacao","Mara",1466,2015,"70%","Israel",3.5," ","Venezuela",5,0
"822","Holy Cacao","Ivory Coast",431,2009,"70%","Israel",2.5," ","Ivory Coast",-1,1
"823","Holy Cacao","Hispaniola",431,2009,"70%","Israel",2.75," ","Dominican Republic",1,-1
"824","Holy Cacao","San Martin",431,2009,"70%","Israel",3.5," ","Peru",0,1
"825","Holy Cacao","Hispaniola w/ nibs",431,2009,"75%","Israel",3.75," ","Dominican Republic",-1,1
"826","Honest","Ecuador, w/ nibs",1327,2014,"72%","South Africa",2.5," ","Ecuador",4,1
"827","Hotel Chocolat","Pepiniere, single Cote",1654,2015,"70%","U.K.",2.75," ","St. Lucia",-1,-1
"828","Hotel Chocolat","Marcial, single Cote, 2012",1030,2013,"70%","U.K.",4,"Trinitario","St. Lucia",5,1
"829","Hotel Chocolat","Island Growers, 2012, 120hr c.",1113,2013,"100%","U.K.",1.75,"Trinitario","St. Lucia",0,0
"830","Hotel Chocolat (Coppeneur)","Trinidad",1038,2013,"75%","U.K.",3,"Trinitario","Trinidad",5,1
"831","Hotel Chocolat (Coppeneur)","Mekong Delta & Dong Nai",1038,2013,"80%","U.K.",3.5,"Trinitario","Vietnam",0,0
"832","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara",1065,2013,"90%","U.K.",3,"Forastero (Nacional)","Ecuador",2,1
"833","Hotel Chocolat (Coppeneur)","Somia Plantation, Akesson, 2012",1065,2013,"72%","U.K.",3,"Trinitario","Madagascar",2,-1
"834","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012",1065,2013,"82%","U.K.",3.5,"Forastero (Nacional)","Ecuador",3,1
"835","Hotel Chocolat (Coppeneur)","Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,"100%","U.K.",2.75," ","Peru",5,0
"836","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012, 120hr c.",1113,2013,"100%","U.K.",2.5,"Forastero (Nacional)","Ecuador",-1,1
"837","Hotel Chocolat (Coppeneur)","Conacado, 2012, 120hr c.",1113,2013,"100%","U.K.",2.75," ","Dominican Republic",-1,-1
"838","Hotel Chocolat (Coppeneur)","Sambirano",809,2012,"66%","U.K.",3.5,"Trinitario, Criollo","Madagascar",2,0
"839","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 96hr c.",623,2011,"80%","U.K.",3,"Forastero (Nacional)","Ecuador",3,1
"840","Hotel Chocolat (Coppeneur)","Island Growers, 120hr c.",623,2011,"65%","U.K.",3,"Trinitario","St. Lucia",1,-1
"841","Hotel Chocolat (Coppeneur)","Island Growers, 96hr c.",623,2011,"65%","U.K.",3.25,"Trinitario","St. Lucia",0,-1
"842","Hotel Chocolat (Coppeneur)","Ecuador",552,2010,"70%","U.K.",2.75," ","Ecuador",-1,-1
"843","Hotel Chocolat (Coppeneur)","Santo Domingo",552,2010,"70%","U.K.",3," ","Dominican Republic",-1,-1
"844","Hotel Chocolat (Coppeneur)","Chuao",600,2010,"70%","U.K.",2.75,"Trinitario","Venezuela",5,1
"845","Hotel Chocolat (Coppeneur)","St. Lucia",245,2008,"72%","U.K.",3," ","St. Lucia",2,1
"846","Hotel Chocolat (Coppeneur)","Uganda",296,2008,"80%","U.K.",2.5,"Forastero","Uganda",-1,-1
"847","Hotel Chocolat (Coppeneur)","Tanzania",296,2008,"75%","U.K.",2.75," ","Tanzania",2,1
"848","Hotel Chocolat (Coppeneur)","Uba Budo",300,2008,"72%","U.K.",3,"Forastero","Sao Tome",2,1
"849","Hummingbird","Lam Dong",1542,2015,"70%","Canada",3.5,"Trinitario","Vietnam",4,-1
"850","Hummingbird","Bolivia",1307,2014,"70%","Canada",3,"Criollo, Trinitario","Bolivia",4,0
"851","Hummingbird","Bolivia, Bo-nib-ia, w/ nibs",1311,2014,"70%","Canada",3,"Criollo, Trinitario","Bolivia",0,1
"852","Hummingbird","Momotombo",1311,2014,"70%","Canada",3,"Trinitario","Nicaragua",2,0
"853","Hummingbird","Hispaniola",1311,2014,"70%","Canada",3.75,"Trinitario","Dominican Republic",1,0
"854","Hummingbird","Zorzal Reserva w/ Charles Kerchner",1387,2014,"70%","Canada",3.5," ","Dominican Republic",3,0
"855","Hummingbird","Ocumare, Cumboto",1097,2013,"70%","Canada",3.25,"Trinitario, Criollo","Venezuela",-1,-1
"856","Hummingbird","Amazonas",1097,2013,"70%","Canada",3.75,"Forastero","Venezuela",2,1
"857","Idilio (Felchlin)","Chuao, Venezuela",1085,2013,"72%","Switzerland",3.75,"Trinitario","Venezuela",4,-1
"858","Idilio (Felchlin)","Coopertiva Amazona",725,2011,"72%","Switzerland",3.75,"Criollo","Venezuela",5,1
"859","Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,"72%","Switzerland",3.75," ","Venezuela",-1,0
"860","Idilio (Felchlin)","Choroni, Finca Torres, 48hr c.",729,2011,"72%","Switzerland",3.25,"Criollo","Venezuela",4,1
"861","Idilio (Felchlin)","Ocumare, H. Cata, 48hr c.",733,2011,"72%","Switzerland",3.75,"Criollo","Venezuela",1,-1
"862","Idilio (Felchlin)","Porcelana, Zulia",733,2011,"74%","Switzerland",4,"Criollo","Venezuela",5,0
"863","Idilio (Felchlin)","Ocumare, H. Cata, w/ nibs",737,2011,"72%","Switzerland",3.5,"Criollo","Venezuela",0,1
"864","Idilio (Felchlin)","Carenero Superior, Urrutia, Barlovento",737,2011,"70%","Switzerland",4,"Trinitario","Venezuela",-1,-1
"865","Idilio (Felchlin)","Coopertiva Amazona w/ nibs",737,2011,"72%","Switzerland",4,"Criollo","Venezuela",5,0
"866","Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,"72%","Switzerland",4," ","Venezuela",-1,-1
"867","Indah","India (south)",1788,2016,"61%","India",2.5," ","India",1,1
"868","Indaphoria","La Red",821,2012,"70%","U.S.A.",3.25," ","Dominican Republic",5,-1
"869","Indaphoria","Conacado, Manifesto",907,2012,"70%","U.S.A.",2.75," ","Dominican Republic",-1,0
"870","Indi","Honduras",1255,2014,"77%","U.S.A.",3," ","Honduras",0,0
"871","iQ Chocolate","Satipo region, white label",943,2012,"72%","Scotland",2.75,"Criollo","Peru",-1,0
"872","iQ Chocolate","black label",943,2012,"72%","Scotland",3," ","Peru",3,-1
"873","Isidro","Madagascar",1275,2014,"72%","U.S.A.",3.5,"Trinitario","Madagascar",3,-1
"874","Isidro","Peru",1279,2014,"72%","U.S.A.",2.25," ","Peru",5,1
"875","Isidro","Belize",1279,2014,"72%","U.S.A.",3.25,"Trinitario","Belize",5,1
"876","Isidro","Dominican Republic",1279,2014,"72%","U.S.A.",3.25," ","Dominican Republic",-1,1
"877","Izard","Maya Mountain, Toledo, Batch 29",1542,2015,"70%","U.S.A.",3.5,"Trinitario","Belize",5,1
"878","Izard","Elvesia P., Batch 32",1546,2015,"70%","U.S.A.",2.75," ","Dominican Republic",4,0
"879","Jacque Torres","Trinatario Treasure",5,2006,"71%","U.S.A.",2,"Trinitario","Ghana",2,1
"880","Jordis","Madagascar",1534,2015,"63%","Czech Republic",2.75,"Trinitario","Madagascar",3,-1
"881","Just Good Chocolate","Belize",1375,2014,"70%","U.S.A.",3.5,"Trinitario","Belize",0,0
"882","Just Good Chocolate","Madagascar",1375,2014,"70%","U.S.A.",3.5,"Trinitario","Madagascar",5,1
"883","Just Good Chocolate","Peru",1375,2014,"70%","U.S.A.",4," ","Peru",0,1
"884","Kah Kow","Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,"70%","Domincan Republic",3.5," ","Dominican Republic",-1,1
"885","Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,"82%","Domincan Republic",3," ","Dominican Republic",1,-1
"886","Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,"55%","Domincan Republic",3.25," ","Dominican Republic",5,0
"887","Kah Kow","Rizek Cacao, Domin. Rep.",1073,2013,"62%","Domincan Republic",3.25," ","Dominican Republic",0,-1
"888","Kakao","Peru",837,2012,"64%","Germany",2.5," ","Peru",4,0
"889","Kakao","Vanuatu",387,2009,"65%","Germany",3.75,"Trinitario","Vanuatu",3,1
"890","Kallari (Ecuatoriana)","Sisa 36hr/ W. F. blend prototype",241,2008,"70%","Ecuador",3," ","Ecuador",3,1
"891","Kallari (Ecuatoriana)","Sisa's Secret/ original micro",241,2008,"70%","Ecuador",3.5," ","Ecuador",3,0
"892","Kallari (Ecuatoriana)","Roberto",245,2008,"75%","Ecuador",2.75," ","Ecuador",2,1
"893","Kallari (Ecuatoriana)","Diego/ original micro",248,2008,"85%","Ecuador",2.5," ","Ecuador",3,-1
"894","Kallari (Ecuatoriana)","Diego 48hr/ W.F. blend prototype",248,2008,"85%","Ecuador",2.75," ","Ecuador",0,1
"895","Kallari (Ecuatoriana)","Diego 60hr/ W.F. blend prototype",248,2008,"85%","Ecuador",3," ","Ecuador",5,0
"896","Kallari (Ecuatoriana)","Cacao Nacional W.F.",263,2008,"75%","Ecuador",2.5," ","Ecuador",2,0
"897","Kallari (Ecuatoriana)","Cacao Nacional W.F.",269,2008,"85%","Ecuador",3," ","Ecuador",-1,0
"898","Kaoka (Cemoi)","Noir",404,2009,"70%","France",2.75," "," ",2,-1
"899","Kaoka (Cemoi)","Ecuador",423,2009,"80%","France",2.75," ","Ecuador",2,1
"900","Kerchner","La Red, Project Reserva, Guaconejo",1133,2013,"70%","U.S.A.",3.75," ","Dominican Republic",2,-1
"901","Ki' Xocolatl","Dark",431,2009,"72%","Mexico",2," ","Mexico",3,1
"902","Kiskadee","La Red, Guanconjeco",1251,2014,"60%","U.S.A.",3,"Trinitario","Dominican Republic",4,1
"903","Kto","San Martin",1422,2014,"72%","U.S.A.",2.5," ","Peru",2,-1
"904","Kto","Ocumare",1422,2014,"72%","U.S.A.",2.75," ","Venezuela",3,1
"905","Kto","Belize",1422,2014,"72%","U.S.A.",3,"Trinitario","Belize",4,0
"906","Kto","Sambirano Valley",1422,2014,"72%","U.S.A.",3.25,"Trinitario","Madagascar",0,-1
"907","Kto","Belize",1426,2014,"90%","U.S.A.",3.25,"Trinitario","Belize",0,1
"908","Kto","Elvesia",1426,2014,"72%","U.S.A.",3.25," ","Dominican Republic",1,0
"909","Kto","ROIG",1426,2014,"72%","U.S.A.",3.25," ","Dominican Republic",4,-1
"910","K'ul","Kafupbo, Petit Bourg, De Borgnes",1840,2016,"70%","U.S.A.",3.25," ","Haiti",4,-1
"911","K'ul","Maranon, Fortunato No. 4",1852,2016,"70%","U.S.A.",2.75,"Forastero (Nacional)","Peru",-1,1
"912","K'ul","Los Rios, Hacienda Limon, Heirloom",1852,2016,"70%","U.S.A.",3.75," ","Ecuador",-1,0
"913","K'ul","Bahia, Fazenda Camboa",1852,2016,"70%","U.S.A.",3.75,"Forastero","Brazil",3,0
"914","Kyya","Uganda",1359,2014,"72.50%","U.S.A.",2.5,"Forastero","Uganda",3,-1
"915","Kyya","Hispaniola",1359,2014,"72.50%","U.S.A.",3," ","Dominican Republic",0,0
"916","Kyya","Ecuador",1363,2014,"72.50%","U.S.A.",2.5," ","Ecuador",1,-1
"917","Kyya","Madagascar",1363,2014,"72.50%","U.S.A.",3,"Trinitario","Madagascar",3,0
"918","L.A. Burdick (Felchlin)","Peru",891,2012,"74%","U.S.A.",3.25," ","Peru",1,-1
"919","L.A. Burdick (Felchlin)","Brazil",891,2012,"70%","U.S.A.",4," ","Brazil",4,0
"920","L.A. Burdick (Felchlin)","Chuao",927,2012,"68%","U.S.A.",3.75,"Trinitario","Venezuela",0,0
"921","L.A. Burdick (Felchlin)","Quito",682,2011,"74%","U.S.A.",3.75," ","Ecuador",-1,0
"922","L.A. Burdick (Felchlin)","Grenada",576,2010,"75%","U.S.A.",3.25,"Trinitario","Grenada",2,1
"923","L.A. Burdick (Felchlin)","Dominican Republic",576,2010,"74%","U.S.A.",3.75," ","Dominican Republic",5,0
"924","L.A. Burdick (Felchlin)","Venzuela",597,2010,"71%","U.S.A.",3," ","Venezuela",3,0
"925","L.A. Burdick (Felchlin)","Madagascar",431,2009,"64%","U.S.A.",3.5,"Trinitario","Madagascar",4,-1
"926","L.A. Burdick (Felchlin)","Bolivian",451,2009,"68%","U.S.A.",3," ","Bolivia",4,1
"927","La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,"70%","Japan",2.25,"Trinitario, Criollo","Peru",-1,1
"928","La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 7",1892,2016,"70%","Japan",2.5,"Trinitario, Criollo","Peru",1,-1
"929","La Chocolaterie Nanairo","Tumbes, 2013 Harvest, Batch 8",1892,2016,"70%","Japan",3,"Criollo","Peru",0,-1
"930","La Chocolaterie Nanairo","Belize, 2014 Harvest, Batch 9",1892,2016,"70%","Japan",3,"Trinitario, Criollo","Belize",2,-1
"931","La Maison du Chocolat (Valrhona)","Cuana, 2013",1121,2013,"74%","France",2.75," ","Africa, Carribean, C. Am.",0,0
"932","La Maison du Chocolat (Valrhona)","Tobago",1145,2013,"60%","France",3.25," ","Tobago",2,0
"933","La Maison du Chocolat (Valrhona)","Acarigua, w/ nibs",1189,2013,"56%","France",3.25," ","Ecuador",5,1
"934","La Maison du Chocolat (Valrhona)","Loma Sotavento",891,2012,"66%","France",3.5," ","Dominican Republic",0,1
"935","La Maison du Chocolat (Valrhona)","Grenada",741,2011,"68%","France",3.5,"Trinitario","Grenada",5,-1
"936","La Maison du Chocolat (Valrhona)","Akosombo",346,2009,"68%","France",3.25,"Forastero","Ghana",2,0
"937","La Maison du Chocolat (Valrhona)","Porcelana, Pariguan",346,2009,"69%","France",3.5,"Criollo (Porcelana)","Venezuela",4,1
"938","La Maison du Chocolat (Valrhona)","Kuruba",439,2009,"60%","France",3," "," ",2,0
"939","La Maison du Chocolat (Valrhona)","Orinoco",445,2009,"60%","France",3.75," "," ",1,1
"940","La Maison du Chocolat (Valrhona)","Cuana, 2008",230,2008,"74%","France",3.5,"Blend","Ven., Indonesia, Ecuad.",5,-1
"941","La Oroquidea","Peruvian Amazon",721,2011,"72%","Peru",2.5," ","Peru",5,1
"942","La Pepa de Oro","Vinces",713,2011,"60%","Ecuador",3.25," ","Ecuador",1,1
"943","Laia aka Chat-Noir","Madagascar, Batch 59/100",1590,2015,"75%","France",2.75,"Trinitario","Madagascar",0,0
"944","Laia aka Chat-Noir","Vietnam, Batch 50/100",1590,2015,"75%","France",2.75,"Trinitario","Vietnam",3,0
"945","Laia aka Chat-Noir","Cuba, Batch 59/100",1590,2015,"75%","France",3," ","Cuba",3,1
"946","Laia aka Chat-Noir","Peru, Batch 51/100",1590,2015,"75%","France",3.25," ","Peru",1,1
"947","Laia aka Chat-Noir","Ivory Coast, Batch 56/100",1594,2015,"75%","France",3," ","Ivory Coast",5,0
"948","Laia aka Chat-Noir","Sao Tome, Batch 151",1638,2015,"75%","France",3.5,"Forastero","Sao Tome",1,1
"949","Laia aka Chat-Noir","Bahia, Batch 148",1642,2015,"75%","France",3.25," ","Brazil",2,0
"950","Laia aka Chat-Noir","Lam Dong, Batch 153",1642,2015,"75%","France",3.75,"Trinitario","Vietnam",1,0
"951","Laia aka Chat-Noir","Cuba",1434,2014,"70%","France",2.75," ","Cuba",3,1
"952","Laia aka Chat-Noir","Trinidad-Tobago",1438,2014,"68%","France",2.75," ","Trinidad-Tobago",0,0
"953","Lajedo do Ouro","Catongo",927,2012,"70%","Brazil",3.5,"Forastero (Catongo)","Brazil",1,-1
"954","Lake Champlain (Callebaut)","Tanzania",327,2009,"75%","U.S.A.",2.5," ","Tanzania",4,1
"955","L'Amourette","Rugoso",1784,2016,"80%","U.S.A.",3.5,"Trinitario","Nicaragua",3,-1
"956","L'Amourette","Carenero Superior",833,2012,"75%","U.S.A.",3,"Trinitario","Venezuela",0,1
"957","L'Amourette","Rio Caribe",833,2012,"75%","U.S.A.",3,"Trinitario","Venezuela",1,0
"958","L'Amourette","Blend",853,2012,"72%","U.S.A.",3,"Criollo","Peru, Ecuador, Venezuela",-1,0
"959","Letterpress","La Masica, Batch 7, FHIA",1952,2017,"70%","U.S.A.",3.5," ","Honduras",1,-1
"960","Letterpress","Maya Mtn, Batch 18, Heirloom",1952,2017,"70%","U.S.A.",3.25," ","Belize",4,1
"961","Letterpress","Liberia",1728,2016,"70%","U.S.A.",3.25," ","Liberia",4,-1
"962","Letterpress","Beniamo",1562,2015,"70%","U.S.A.",3.25," ","Bolivia",5,0
"963","Letterpress","San Juan Estate, Gran Couva",1562,2015,"70%","U.S.A.",3.5,"Trinitario","Trinidad",2,1
"964","Letterpress","San Andres",1566,2015,"70%","U.S.A.",3," ","Costa Rica",2,1
"965","Letterpress","La Red, Guaconejo",1566,2015,"70%","U.S.A.",3.25," ","Domincan Republic",4,0
"966","Letterpress","Kokoa Kamili",1566,2015,"70%","U.S.A.",3.5," ","Tanzania",5,1
"967","Letterpress","Maranura",1371,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",4,0
"968","Levy","Sambirano",1231,2014,"71%","Finland",3.5,"Criollo","Madagascar",-1,0
"969","Lilla","Madagascar",1856,2016,"70%","Finland",3,"Trinitario","Madagascar",0,1
"970","Lillie Belle","Perfect Illusion",855,2012,"65%","U.S.A.",3.5,"Criollo","Peru",1,-1
"971","Lillie Belle","Bolivia, Wild Thing",903,2012,"68%","U.S.A.",3.5,"Criollo","Bolivia",4,0
"972","Lillie Belle","La Selva",903,2012,"68%","U.S.A.",3.75," ","Peru",2,-1
"973","Lillie Belle","Purple Haze",947,2012,"75%","U.S.A.",2.75," ","Venezuela, Dom. Rep.",2,-1
"974","Lillie Belle","The Other One, Grand Cru",947,2012,"74%","U.S.A.",3," ","Dominican Republic",5,1
"975","Lillie Belle","Wild Thing",947,2012,"68%","U.S.A.",3.5,"Criollo","Bolivia",4,0
"976","Lindt & Sprungli","Excellence (US Version)",157,2007,"85%","Switzerland",3," "," ",2,1
"977","Loiza","Puerto Rico",1049,2013,"65%","Puerto Rico",2.5," ","Puerto Rico",0,0
"978","Lonohana","Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,"70%","U.S.A.",3.75," ","Hawaii",2,-1
"979","Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,"65%","U.S.A.",3.25," ","Hawaii",3,1
"980","Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,"75%","U.S.A.",3.75," ","Hawaii",4,1
"981","Lonohana","Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,"71%","U.S.A.",3," ","Hawaii",-1,1
"982","Lonohana","Opaeula Estate, O'ahu, Ele'ele",1097,2013,"72%","U.S.A.",3," ","Hawaii",2,-1
"983","Lonohana","Hawaiian Crown, Kona Vanilla",1097,2013,"70%","U.S.A.",3.5," ","Hawaii",2,1
"984","Love Bar","Nicaragua",1502,2015,"75%","U.S.A.",2," ","Nicaragua",-1,-1
"985","Luker","Selva",552,2010,"46%","Colombia",2.75," ","Colombia, Ecuador",2,-1
"986","Luker","Macondo",552,2010,"60%","Colombia",3," ","Colombia, Ecuador",2,-1
"987","Luker","Misterio",552,2010,"58%","Colombia",3," ","Colombia, Ecuador",-1,-1
"988","Luker","Santander",552,2010,"65%","Colombia",3.5," ","Colombia",-1,1
"989","Machu Picchu Trading Co.","Peru",721,2011,"70%","Peru",1.5," ","Peru",-1,-1
"990","Machu Picchu Trading Co.","Peru",552,2010,"55%","Peru",2.25," ","Peru",3,-1
"991","Madecasse (Cinagra)","Madagascar",284,2008,"67%","Madagascar",3.5,"Trinitario","Madagascar",5,-1
"992","Madecasse (Cinagra)","Madagascar",284,2008,"70%","Madagascar",3.75,"Trinitario","Madagascar",0,0
"993","Madecasse (Cinagra)","Madagascar",284,2008,"63%","Madagascar",4,"Trinitario","Madagascar",5,0
"994","Madecasse (Cinagra)","Madagascar",288,2008,"75%","Madagascar",3.5,"Trinitario","Madagascar",-1,1
"995","Madre","Guadalcanal",1940,2017,"73%","U.S.A.",3.5," ","Solomon Islands",1,0
"996","Madre","Puerto Rico",1085,2013,"70%","U.S.A.",2.75," ","Puerto Rico",0,-1
"997","Madre","Brazil",1085,2013,"70%","U.S.A.",3.5," ","Brazil",4,-1
"998","Madre","Choobua, Kona",1089,2013,"70%","U.S.A.",2.75," ","Hawaii",0,1
"999","Madre","Xocunusco, Chiapas, Pichucalco",1089,2013,"70%","U.S.A.",2.75," ","Mexico",-1,0
"1000","Madre","Hamakua Coast, Kokoleka",991,2012,"70%","U.S.A.",3.25," ","Hawaii",1,-1
"1001","Madre","Criollo, Hawaii",995,2012,"70%","U.S.A.",3.25,"Criollo","Hawaii",3,1
"1002","Madre","Kaua'i",995,2012,"70%","U.S.A.",3.5," ","Hawaii",-1,-1
"1003","Madre","Dominican",672,2011,"70%","U.S.A.",2.5," ","Dominican Republic",3,0
"1004","Madre","Upala",693,2011,"70%","U.S.A.",2.75," ","Costa Rica",0,0
"1005","Madre","Chiapas, Triple Cacao",607,2010,"72%","U.S.A.",2.75," ","Mexico",2,1
"1006","Maglio","Africa",300,2008,"75%","Italy",2," ","Tanzania",0,0
"1007","Maglio","Ecuador",308,2008,"70%","Italy",3,"Forastero (Nacional)","Ecuador",0,0
"1008","Maglio","Cuba",308,2008,"70%","Italy",3.25,"Criollo","Cuba",-1,-1
"1009","Maglio","Santo Domingo",308,2008,"70%","Italy",3.75,"Blend-Forastero,Criollo","Dominican Republic",-1,-1
"1010","Majani","Ecuador",531,2010,"70%","Italy",2," ","Ecuador",0,1
"1011","Malagasy (Chocolaterie Robert)","Sambirano 2006",184,2007,"75%","Madagascar",2.75,"Trinitario","Madagascar",5,-1
"1012","Malagasy (Chocolaterie Robert)","Mora Mora 2006",184,2007,"73%","Madagascar",3.5,"Trinitario","Madagascar",4,1
"1013","Malagos","Davao, Mt. Talamo foothills",1121,2013,"65%","Philippines",3.5,"Trinitario","Philippines",5,-1
"1014","Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,"55%","U.S.A.",3.5," ","Hawaii",-1,0
"1015","Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,"55%","U.S.A.",2.75,"Blend","Hawaii",0,1
